,_id,page_url,copyright,
305,5f1bb131896f82cdbda60ff0,/entries/content-nonconceptual/,José Bermúdez and Arnon Cahen ,5
306,5f1bb132896f82cdbda60ff1,/entries/content-teleological/,Karen Neander ,2
307,5f1bb134896f82cdbda60ff2,/entries/contextualism-epistemology/,Patrick Rysiew ,2
308,5f1bb137896f82cdbda60ff3,/entries/continental-rationalism/,"Shannon Dea, Julie Walsh, and Thomas M. Lennon",8
309,5f1bb138896f82cdbda60ff4,/entries/continuity/,John L. Bell ,3
310,5f1bb13a896f82cdbda60ff5,/entries/continuum-hypothesis/,Peter Koellner ,2
311,5f1bb13c896f82cdbda60ff6,/entries/contractarianism-contemporary/,Fred D'Agostino and Gerald Gaus  John Thrasher ,7
312,5f1bb13d896f82cdbda60ff7,/entries/contractarianism/,Ann Cudd and Seena Eftekhari ,5
313,5f1bb13f896f82cdbda60ff8,/entries/contracts-theories/,Daniel Markovits ,2
314,5f1bb141896f82cdbda60ff9,/entries/contractualism/,Elizabeth Ashford and Tim Mulgan ,5
315,5f1bb143896f82cdbda60ffa,/entries/contradiction/,Laurence R. Horn ,3
316,5f1bb146896f82cdbda60ffb,/entries/convention/,Michael Rescorla ,2
317,5f1bb147896f82cdbda60ffc,/entries/conway/,Sarah Hutton ,2
318,5f1bb148896f82cdbda60ffd,/entries/copernicus/,Sheila Rabin ,2
319,5f1bb14a896f82cdbda60ffe,/entries/cordemoy/,Fred Ablondi ,2
320,5f1bb14c896f82cdbda60fff,/entries/corruption/,Seumas Miller ,2
321,5f1bb14e896f82cdbda61000,/entries/cosmological-argument/,Bruce Reichenbach ,2
322,5f1bb14f896f82cdbda61001,/entries/cosmology-30s/,George Gale ,2
323,5f1bb151896f82cdbda61002,/entries/cosmology-theology/,Hans Halvorson and Helge Kragh ,5
324,5f1bb153896f82cdbda61003,/entries/cosmology/,Christopher Smeenk and George Ellis ,5
325,5f1bb156896f82cdbda61004,/entries/cosmopolitanism/,Pauline Kleingeld and Eric Brown ,5
326,5f1bb158896f82cdbda61005,/entries/counterfactuals/,William Starr ,2
327,5f1bb159896f82cdbda61006,/entries/crathorn/,Aurélien Robert ,2
328,5f1bb15a896f82cdbda61007,/entries/creation-conservation/,David Vander Laan ,3
329,5f1bb15c896f82cdbda61008,/entries/creationism/,Michael Ruse ,2
330,5f1bb15e896f82cdbda61009,/entries/crescas/,Shalom Sadik ,2
331,5f1bb160896f82cdbda6100a,/entries/criminal-law/,James Edwards ,2
332,5f1bb163896f82cdbda6100b,/entries/critical-theory/,James Bohman,2
333,5f1bb166896f82cdbda6100c,/entries/critical-thinking/,David Hitchcock ,2
334,5f1bb167896f82cdbda6100d,/entries/croce-aesthetics/,Gary Kemp ,2
335,5f1bb168896f82cdbda6100e,/entries/culture-cogsci/,Jesse Prinz ,2
336,5f1bb16a896f82cdbda6100f,/entries/curry-paradox/,Lionel Shapiro and JC Beall ,5
337,5f1bb16b896f82cdbda61010,/entries/cusanus/,Clyde Lee Miller ,3
338,5f1bb174896f82cdbda61011,/entries/dance/,Aili Bresnahan ,2
339,5f1bb175896f82cdbda61012,/entries/dante/,Winthrop Wetherbee and Jason Aleksander ,5
340,5f1bb176896f82cdbda61013,/entries/daoism-religion/,Fabrizio Pregadio ,2
341,5f1bb178896f82cdbda61014,/entries/daoism/,Chad Hansen ,2
342,5f1bb17a896f82cdbda61015,/entries/darwinism/,James Lennox ,2
343,5f1bb17c896f82cdbda61016,/entries/david-lewis/,Brian Weatherson ,2
344,5f1bb17d896f82cdbda61017,/entries/david/,Christian Wildberg ,2
345,5f1bb181896f82cdbda61018,/entries/davidson/,Jeff Malpas ,2
346,5f1bb182896f82cdbda61019,/entries/death-definition/,David DeGrazia ,2
347,5f1bb185896f82cdbda6101a,/entries/death/,Steven Luper ,2
348,5f1bb18a896f82cdbda6101b,/entries/decision-capacity/,Louis C. Charland ,3
349,5f1bb18c896f82cdbda6101c,/entries/decision-causal/,Paul Weirich ,2
350,5f1bb18e896f82cdbda6101d,/entries/decision-theory-descriptive/,Jake Chandler ,2
351,5f1bb190896f82cdbda6101e,/entries/decision-theory/,Katie Steele and H. Orri Stefánsson ,6
352,5f1bb192896f82cdbda6101f,/entries/dedekind-foundations/,Erich Reck ,2
353,5f1bb193896f82cdbda61020,/entries/defaults-semantics-pragmatics/,Katarzyna M. Jaszczolt ,3
354,5f1bb196896f82cdbda61021,/entries/definitions/,Anil Gupta ,2
355,5f1bb198896f82cdbda61022,/entries/deleuze/,Daniel Smith and John Protevi ,5
356,5f1bb199896f82cdbda61023,/entries/della-porta/,Sergius Kodera ,2
357,5f1bb19a896f82cdbda61024,/entries/delmedigo/,Michael Engel ,2
358,5f1bb19c896f82cdbda61025,/entries/delusion/,Lisa Bortolotti ,2
359,5f1bb19e896f82cdbda61026,/entries/democracy/,Tom Christiano ,2
360,5f1bb1a0896f82cdbda61027,/entries/democritus/,Sylvia Berryman ,2
361,5f1bb1a2896f82cdbda61028,/entries/demonstration-medieval/,John Longeway,2
362,5f1bb1a3896f82cdbda61029,/entries/dependence-ontological/,Tuomas E. Tahko and E. Jonathan Lowe,7
363,5f1bb1a5896f82cdbda6102a,/entries/depiction/,John Hyman and Katerina Bantinaki ,5
364,5f1bb1a6896f82cdbda6102b,/entries/derrida/,Leonard Lawlor ,2
365,5f1bb1a8896f82cdbda6102c,/entries/descartes-epistemology/,Lex Newman ,2
366,5f1bb1a9896f82cdbda6102d,/entries/descartes-ethics/,Donald Rutherford ,2
367,5f1bb1ac896f82cdbda6102e,/entries/descartes-ideas/,Kurt Smith ,2
368,5f1bb1ad896f82cdbda6102f,/entries/descartes-mathematics/,Mary Domski ,2
369,5f1bb1af896f82cdbda61030,/entries/descartes-modal/,David Cunning ,2
370,5f1bb1b1896f82cdbda61031,/entries/descartes-ontological/,Lawrence Nolan ,2
371,5f1bb1b2896f82cdbda61032,/entries/descartes-physics/,Edward Slowik ,2
372,5f1bb1b5896f82cdbda61033,/entries/descartes-works/,Kurt Smith ,2
373,5f1bb1b7896f82cdbda61034,/entries/descartes/,Gary Hatfield ,2
374,5f1bb1b9896f82cdbda61035,/entries/descriptions/,Peter Ludlow ,2
375,5f1bb1bb896f82cdbda61036,/entries/desert/,Fred Feldman and Brad Skow ,5
376,5f1bb1bd896f82cdbda61037,/entries/desgabets/,Patricia Easton ,2
377,5f1bb1bf896f82cdbda61038,/entries/desire/,Tim Schroeder ,2
378,5f1bb1c2896f82cdbda61039,/entries/determinate-determinables/,Jessica Wilson ,2
379,5f1bb1c4896f82cdbda6103a,/entries/determinism-causal/,Carl Hoefer ,2
380,5f1bb1c5896f82cdbda6103b,/entries/dewey-aesthetics/,Tom Leddy ,2
381,5f1bb1c7896f82cdbda6103c,/entries/dewey-moral/,Elizabeth Anderson ,2
382,5f1bb1c8896f82cdbda6103d,/entries/dewey-political/,Matthew Festenstein ,2
383,5f1bb1ca896f82cdbda6103e,/entries/dewey/,David Hildebrand ,2
384,5f1bb1cb896f82cdbda6103f,/entries/dharmakiirti/,Tom Tillemans ,2
385,5f1bb1cd896f82cdbda61040,/entries/diagrams/,"Sun-Joo Shin, Oliver Lemon,and John Mumma ",6
386,5f1bb1ce896f82cdbda61041,/entries/dialectical-school/,Susanne Bobzien ,2
387,5f1bb1cf896f82cdbda61042,/entries/dialetheism/,"Graham Priest, Francesco Berto,and Zach Weber ",6
388,5f1bb1d0896f82cdbda61043,/entries/diderot/,Charles T. Wolfe and J.B. Shank,6
389,5f1bb1d2896f82cdbda61044,/entries/dietrich-freiberg/,Markus Führer ,2
390,5f1bb1d3896f82cdbda61045,/entries/digital-art/,Katherine Thomson-Jones and Shelby Moser ,5
391,5f1bb1d4896f82cdbda61046,/entries/dilthey/,Rudolf Makkreel ,2
392,5f1bb1d6896f82cdbda61047,/entries/diodorus-cronus/,David Sedley ,2
393,5f1bb1d8896f82cdbda61048,/entries/dirty-hands/,C.A.J. Coady ,2
394,5f1bb1d9896f82cdbda61049,/entries/disability-care-rationing/,Jerome Bickenbach ,2
395,5f1bb1da896f82cdbda6104a,/entries/disability-critical/,Melinda C. Hall ,3
396,5f1bb1db896f82cdbda6104b,/entries/disability-health/,"David Wasserman, Adrienne Asch, Jeffrey Blustein, and Daniel Putnam ",9
397,5f1bb1dc896f82cdbda6104c,/entries/disability-justice/,"Daniel Putnam, David Wasserman, Jeffrey Blustein, and Adrienne Asch",9
398,5f1bb1e0896f82cdbda6104d,/entries/disability/,"David Wasserman, Adrienne Asch, Jeffrey Blustein, and Daniel Putnam ",9
399,5f1bb1e2896f82cdbda6104e,/entries/disagreement/,Bryan Frances and Jonathan Matheson ,5
400,5f1bb1e4896f82cdbda6104f,/entries/discourse-representation-theory/,"Bart Geurts, David I. Beaver, and Emar Maier ",8
401,5f1bb1e6896f82cdbda61050,/entries/discrimination/,Andrew Altman ,2
402,5f1bb1e8896f82cdbda61051,/entries/disjunction/,Maria Aloni ,2
403,5f1bb1ea896f82cdbda61052,/entries/dispositions/,Sungho Choi and Michael Fara,5
404,5f1bb1ec896f82cdbda61053,/entries/divine-freedom/,William Rowe,2
405,5f1bb1ed896f82cdbda61054,/entries/divine-hiddenness/,Daniel Howard-Snyder and Adam Green ,5
406,5f1bb1f0896f82cdbda61055,/entries/divine-simplicity/,William F. Vallicella ,3
407,5f1bb1f1896f82cdbda61056,/entries/doing-allowing/,Fiona Woollard and Frances Howard-Snyder,5
408,5f1bb1f3896f82cdbda61057,/entries/domination/,Christopher McCammon ,2
409,5f1bb1f5896f82cdbda61058,/entries/double-consciousness/,John P. Pittman ,3
410,5f1bb1f8896f82cdbda61059,/entries/double-effect/,Alison McIntyre ,2
411,5f1bb1f9896f82cdbda6105a,/entries/doxography-ancient/,Jaap Mansfeld ,2
412,5f1bb1fc896f82cdbda6105b,/entries/dreams-dreaming/,Jennifer M. Windt ,3
413,5f1bb1fe896f82cdbda6105c,/entries/du-bos/,James O. Young and Margaret Cameron ,6
414,5f1bb200896f82cdbda6105d,/entries/dualism/,Howard Robinson ,2
415,5f1bb202896f82cdbda6105e,/entries/dubois/,Robert Gooding-Williams ,2
416,5f1bb203896f82cdbda6105f,/entries/duhem/,Roger Ariew ,2
417,5f1bb205896f82cdbda61060,/entries/duns-scotus/,Thomas Williams ,2
418,5f1bb207896f82cdbda61061,/entries/dutch-book/,Susan Vineberg ,2
419,5f1bb208896f82cdbda61062,/entries/dynamic-choice/,Chrisoula Andreou ,2
420,5f1bb209896f82cdbda61063,/entries/dynamic-epistemic/,Alexandru Baltag and Bryan Renne ,5
421,5f1bb20b896f82cdbda61064,/entries/dynamic-semantics/,"Rick Nouwen, Adrian Brasoveanu, Jan van Eijck, and Albert Visser ",10
422,5f1bb20d896f82cdbda61065,/entries/early-modern-india/,Jonardon Ganeri ,2
423,5f1bb20e896f82cdbda61066,/entries/ecology/,Sahotra Sarkar,2
424,5f1bb210896f82cdbda61067,/entries/economic-justice/,Marc Fleurbaey ,2
425,5f1bb214896f82cdbda61068,/entries/economics/,Daniel M. Hausman ,3
426,5f1bb216896f82cdbda61069,/entries/education-philosophy/,"Harvey Siegel, D.C. Phillips, and Eamonn Callan ",7
427,5f1bb217896f82cdbda6106a,/entries/edwards/,William Wainwright ,2
428,5f1bb218896f82cdbda6106b,/entries/egalitarianism/,Richard Arneson ,2
429,5f1bb21a896f82cdbda6106c,/entries/egoism/,Robert Shaver ,2
430,5f1bb21c896f82cdbda6106d,/entries/ehrenfels/,Robin Rollinger and Carlo Ierna ,5
431,5f1bb21e896f82cdbda6106e,/entries/einstein-philscience/,Don A. Howard and Marco Giovanelli ,6
432,5f1bb21f896f82cdbda6106f,/entries/elias/,Christian Wildberg ,2
433,5f1bb221896f82cdbda61070,/entries/elisabeth-bohemia/,Lisa Shapiro ,2
434,5f1bb223896f82cdbda61071,/entries/embodied-cognition/,Robert A. Wilson and Lucia Foglia ,6
435,5f1bb225896f82cdbda61072,/entries/emerson/,Russell Goodman ,2
436,5f1bb22e896f82cdbda61073,/entries/emilie-du-chatelet/,Karen Detlefsen ,2
437,5f1bb22f896f82cdbda61074,/entries/emily-elizabeth-constance-jones/,Gary Ostertag ,2
438,5f1bb231896f82cdbda61075,/entries/emotion-Christian-tradition/,Robert Roberts ,2
439,5f1bb233896f82cdbda61076,/entries/emotion/,Andrea Scarantino and Ronald de Sousa ,6
440,5f1bb235896f82cdbda61077,/entries/emotions-17th18th/,Amy M. Schmitter ,3
441,5f1bb237896f82cdbda61078,/entries/empathy/,Karsten Stueber ,2
442,5f1bb238896f82cdbda61079,/entries/empedocles/,K. Scarlett Kingsley and Richard Parry ,6
443,5f1bb23a896f82cdbda6107a,/entries/empiricism-ancient-medieval/,Gregory W. Dawes ,3
444,5f1bb23b896f82cdbda6107b,/entries/enhancement/,Eric Juengst and Daniel Moseley ,5
445,5f1bb23d896f82cdbda6107c,/entries/enlightenment/,William Bristow ,2
446,5f1bb23e896f82cdbda6107d,/entries/environmental-aesthetics/,Allen Carlson ,2
447,5f1bb23f896f82cdbda6107e,/entries/envy/,Justin D'Arms ,2
448,5f1bb242896f82cdbda6107f,/entries/epictetus/,Margaret Graver ,2
449,5f1bb244896f82cdbda61080,/entries/epicurus/,David Konstan ,2
450,5f1bb245896f82cdbda61081,/entries/epigenesis/,Jane Maienschein,2
451,5f1bb247896f82cdbda61082,/entries/epiphenomenalism/,William Robinson ,2
452,5f1bb248896f82cdbda61083,/entries/episteme-techne/,Richard Parry ,2
453,5f1bb24a896f82cdbda61084,/entries/epistemic-game/,Eric Pacuit and Olivier Roy ,5
454,5f1bb24c896f82cdbda61085,/entries/epistemic-paradoxes/,Roy Sorensen ,2
455,5f1bb24e896f82cdbda61086,/entries/epistemic-self-doubt/,Sherrilyn Roush ,2
456,5f1bb250896f82cdbda61087,/entries/epistemic-utility/,Richard Pettigrew ,2
457,5f1bb252896f82cdbda61088,/entries/epistemology-bayesian/,William Talbott,2
458,5f1bb253896f82cdbda61089,/entries/epistemology-evolutionary/,Michael Bradie and William Harms ,5
459,5f1bb254896f82cdbda6108a,/entries/epistemology-geometry/,Jeremy Gray ,2
460,5f1bb255896f82cdbda6108b,/entries/epistemology-india/,Stephen Phillips ,2
461,5f1bb257896f82cdbda6108c,/entries/epistemology-language-tibetan/,Pascale Hugon ,2
462,5f1bb259896f82cdbda6108d,/entries/epistemology-latin-america/,Diego Machuca ,2
463,5f1bb25f896f82cdbda6108e,/entries/epistemology-naturalized/,Patrick Rysiew ,2
464,5f1bb262896f82cdbda6108f,/entries/epistemology-social/,Alvin Goldman and Cailin O'Connor ,5
465,5f1bb264896f82cdbda61090,/entries/epistemology-virtue/,"John Turri, Mark Alfano, John Greco",6
466,5f1bb265896f82cdbda61091,/entries/epistemology-visual-thinking/,Marcus Giaquinto ,2
467,5f1bb268896f82cdbda61092,/entries/epistemology/,Matthias Steup and Ram Neta ,5
468,5f1bb269896f82cdbda61093,/entries/epsilon-calculus/,Jeremy Avigad and Richard Zach ,5
469,5f1bb26c896f82cdbda61094,/entries/equal-ed-opportunity/,"Liam Shields, Anne Newman,and Debra Satz ",6
470,5f1bb26e896f82cdbda61095,/entries/equal-opportunity/,Richard Arneson ,2
471,5f1bb26f896f82cdbda61096,/entries/equality/,Stefan Gosepath ,2
472,5f1bb270896f82cdbda61097,/entries/equivME/,Francisco Fernflores ,2
473,5f1bb273896f82cdbda61098,/entries/erasmus/,Erika Rummel ,2
474,5f1bb274896f82cdbda61099,/entries/erfurt/,Jack Zupko ,2
475,5f1bb276896f82cdbda6109a,/entries/ergodic-hierarchy/,"Roman Frigg, Joseph Berkovitz, and Fred Kronz ",7
476,5f1bb277896f82cdbda6109b,/entries/ernst-mach/,Paul Pojman,2
477,5f1bb278896f82cdbda6109c,/entries/erotic-art/,Hans Maes ,2
478,5f1bb27a896f82cdbda6109d,/entries/essential-accidental/,Teresa Robertson and Philip Atkins ,5
479,5f1bb27b896f82cdbda6109e,/entries/eternity/,Natalja Deng ,2
480,5f1bb27d896f82cdbda6109f,/entries/ethics-ancient/,Richard Parry ,2
481,5f1bb27e896f82cdbda610a0,/entries/ethics-belief/,Andrew Chignell ,2
482,5f1bb280896f82cdbda610a1,/entries/ethics-business/,Jeffrey Moriarty ,2
483,5f1bb281896f82cdbda610a2,/entries/ethics-chinese/,David Wong ,2
484,5f1bb283896f82cdbda610a3,/entries/ethics-computer/,Terrell Bynum,2
485,5f1bb284896f82cdbda610a4,/entries/ethics-cultural-heritage/,Erich Hatala Matthes ,3
486,5f1bb287896f82cdbda610a5,/entries/ethics-deontological/,Larry Alexander and Michael Moore ,5
487,5f1bb289896f82cdbda610a6,/entries/ethics-environmental/,Andrew Brennan and Yeuk-Sze Lo ,5
488,5f1bb28a896f82cdbda610a7,/entries/ethics-indian-buddhism/,Charles Goodman ,2
489,5f1bb28c896f82cdbda610a8,/entries/ethics-internet-research/,Elizabeth A. Buchanan and Michael Zimmer ,6
490,5f1bb28d896f82cdbda610a9,/entries/ethics-it-phenomenology/,Lucas Introna ,2
491,5f1bb28f896f82cdbda610aa,/entries/ethics-manipulation/,Robert Noggle ,2
492,5f1bb291896f82cdbda610ab,/entries/ethics-pregnancy/,Rebecca Kukla and Katherine Wayne ,5
493,5f1bb292896f82cdbda610ac,/entries/ethics-search/,Herman Tavani ,2
494,5f1bb294896f82cdbda610ad,/entries/ethics-social-networking/,Shannon Vallor ,2
495,5f1bb296896f82cdbda610ae,/entries/ethics-virtue/,Rosalind Hursthouse and Glen Pettigrove ,5
496,5f1bb297896f82cdbda610af,/entries/eugenics/,Sara Goering ,2
497,5f1bb298896f82cdbda610b0,/entries/euthanasia-voluntary/,Robert Young ,2
498,5f1bb29a896f82cdbda610b1,/entries/events/,Roberto Casati and Achille Varzi ,5
499,5f1bb29c896f82cdbda610b2,/entries/evidence-legal/,Hock Lai Ho ,3
500,5f1bb29e896f82cdbda610b3,/entries/evidence/,Thomas Kelly ,2
501,5f1bb2a1896f82cdbda610b4,/entries/evil/,Michael Tooley ,2
502,5f1bb2a2896f82cdbda610b5,/entries/evolution-before-darwin/,Phillip Sloan ,2
503,5f1bb2a4896f82cdbda610b6,/entries/evolution-cultural/,Tim Lewens ,2
504,5f1bb2a6896f82cdbda610b7,/entries/evolution/,Roberta L. Millstein ,3
505,5f1bb2a8896f82cdbda610b8,/entries/evolutionary-genetics/,Michael Wade,2
506,5f1bb2a9896f82cdbda610b9,/entries/evolutionary-psychology/,Stephen M. Downes ,3
507,5f1bb2ab896f82cdbda610ba,/entries/existence/,Michael Nelson ,2
508,5f1bb2ad896f82cdbda610bb,/entries/existentialism/,Steven Crowell ,2
509,5f1bb2af896f82cdbda610bc,/entries/experimental-moral/,"Mark Alfano, Don Loeb, and Alexandra Plakias ",7
510,5f1bb2b1896f82cdbda610bd,/entries/experimental-philosophy/,Joshua Knobe and Shaun Nichols ,5
511,5f1bb2b3896f82cdbda610be,/entries/exploitation/,Matt Zwolinski and Alan Wertheimer,5
512,5f1bb2b6896f82cdbda610bf,/entries/facts/,Kevin Mulligan and Fabrice Correia ,5
513,5f1bb2b8896f82cdbda610c0,/entries/faith/,John Bishop ,2
514,5f1bb2ba896f82cdbda610c1,/entries/falaquera/,Steve Harvey ,2
515,5f1bb2bb896f82cdbda610c2,/entries/fallacies/,Hans Hansen ,2
516,5f1bb2bd896f82cdbda610c3,/entries/fatalism/,Hugh Rice ,2
517,5f1bb2be896f82cdbda610c4,/entries/fechner/,Frederick C. Beiser ,3
518,5f1bb2bf896f82cdbda610c5,/entries/federalism/,Andreas Follesdal ,2
519,5f1bb2c0896f82cdbda610c6,/entries/feigl/,Matthias Neuber ,2
520,5f1bb2c2896f82cdbda610c7,/entries/femapproach-analy-cont/,Georgia Warnke ,2
521,5f1bb2c3896f82cdbda610c8,/entries/femapproach-analytic/,Ann Garry ,2
522,5f1bb2c5896f82cdbda610c9,/entries/femapproach-continental/,Jennifer Hansen ,2
523,5f1bb2c6896f82cdbda610ca,/entries/femapproach-prag-cont/,Shannon Sullivan and Erin Tarver ,5
524,5f1bb2c7896f82cdbda610cb,/entries/femapproach-pragmatism/,Judy Whipps and Danielle Lake ,5
525,5f1bb2c9896f82cdbda610cc,/entries/feminism-aesthetics/,Carolyn Korsmeyer ,2
526,5f1bb2cb896f82cdbda610cd,/entries/feminism-autonomy/,Natalie Stoljar ,2
527,5f1bb2cd896f82cdbda610ce,/entries/feminism-class/,"Ann Ferguson, Rosemary Hennessy,and Mechthild Nagel ",6
528,5f1bb2ce896f82cdbda610cf,/entries/feminism-disability/,Anita Silvers,2
529,5f1bb2d0896f82cdbda610d0,/entries/feminism-environmental/,Karen J. Warren ,3
530,5f1bb2d2896f82cdbda610d1,/entries/feminism-epistemology/,Elizabeth Anderson ,2
531,5f1bb2d4896f82cdbda610d2,/entries/feminism-ethics/,Kathryn Norlock ,2
532,5f1bb2d6896f82cdbda610d3,/entries/feminism-family/,Debra Satz ,2
533,5f1bb2d7896f82cdbda610d4,/entries/feminism-femhist/,Charlotte Witt and Lisa Shapiro ,5
534,5f1bb2d9896f82cdbda610d5,/entries/feminism-gender/,Mari Mikkola ,2
535,5f1bb2da896f82cdbda610d6,/entries/feminism-globalization/,Serena Parekh and Shelley Wilcox ,5
536,5f1bb2db896f82cdbda610d7,/entries/feminism-language/,Jennifer Saul and Esa Diaz-Leon ,5
537,5f1bb2dd896f82cdbda610d8,/entries/feminism-latin-america/,Stephanie Rivera Berruz ,3
538,5f1bb2df896f82cdbda610d9,/entries/feminism-law/,Leslie Francis and Patricia Smith,5
539,5f1bb2e0896f82cdbda610da,/entries/feminism-liberal/,Amy R. Baehr ,3
540,5f1bb2e2896f82cdbda610db,/entries/feminism-metaphysics/,Sally Haslanger  Ásta ,3
541,5f1bb2e3896f82cdbda610dc,/entries/feminism-moralpsych/,Anita Superson ,2
542,5f1bb2e5896f82cdbda610dd,/entries/feminism-objectification/,Evangelia (Lina) Papadaki ,3
543,5f1bb2e6896f82cdbda610de,/entries/feminism-political/,Noëlle McAfee and Katie B. Howard ,6
544,5f1bb2e7896f82cdbda610df,/entries/feminism-psychoanalysis/,Emily Zakin ,2
545,5f1bb2e9896f82cdbda610e0,/entries/feminism-rape/,Rebecca Whisnant ,2
546,5f1bb2eb896f82cdbda610e1,/entries/feminism-self/,"Ellen Anderson, Cynthia Willett,and Diana Meyers",6
547,5f1bb2ec896f82cdbda610e2,/entries/feminism-trans/,Talia Bettcher ,2
548,5f1bb2ed896f82cdbda610e3,/entries/feminist-bioethics/,Anne Donchin and Jackie Scully ,5
549,5f1bb2ef896f82cdbda610e4,/entries/feminist-body/,Kathleen Lennon ,2
550,5f1bb2f0896f82cdbda610e5,/entries/feminist-philosophy-biology/,Carla Fehr ,2
551,5f1bb2f2896f82cdbda610e6,/entries/feminist-philosophy/,Noëlle McAfee ,2
552,5f1bb2f3896f82cdbda610e7,/entries/feminist-power/,Amy Allen ,2
553,5f1bb2f5896f82cdbda610e8,/entries/feminist-religion/,Nancy Frankenberry ,2
554,5f1bb2f6896f82cdbda610e9,/entries/feminist-science/,"Sharon Crasnow, Alison Wylie, Wenda K. Bauchspies, and Elizabeth Potter",10
555,5f1bb2f8896f82cdbda610ea,/entries/feminist-sex-markets/,Laurie Shrage ,2
556,5f1bb2fa896f82cdbda610eb,/entries/feminist-social-epistemology/,Heidi Grasswick ,2
557,5f1bb2fc896f82cdbda610ec,/entries/feyerabend/,John Preston ,2
558,5f1bb2fd896f82cdbda610ed,/entries/ficino/,Christopher S. Celenza ,3
559,5f1bb2ff896f82cdbda610ee,/entries/fiction/,Fred Kroon and Alberto Voltolini ,5
560,5f1bb301896f82cdbda610ef,/entries/fictional-entities/,Fred Kroon and Alberto Voltolini ,5
561,5f1bb303896f82cdbda610f0,/entries/fictionalism-mathematics/,Mark Balaguer ,2
562,5f1bb304896f82cdbda610f1,/entries/fictionalism-modal/,Daniel Nolan ,2
563,5f1bb306896f82cdbda610f2,/entries/fictionalism/,Matti Eklund ,2
564,5f1bb307896f82cdbda610f3,/entries/fideism/,Richard Amesbury ,2
565,5f1bb309896f82cdbda610f4,/entries/film/,Thomas Wartenberg,2
566,5f1bb30a896f82cdbda610f5,/entries/findlay/,Douglas Lackey ,2
567,5f1bb30d896f82cdbda610f6,/entries/fine-tuning/,Simon Friederich ,2
568,5f1bb30e896f82cdbda610f7,/entries/fitch-paradox/,Berit Brogaard and Joe Salerno ,5
569,5f1bb310896f82cdbda610f8,/entries/fitness/,Alexander Rosenberg and Frederic Bouchard ,5
570,5f1bb311896f82cdbda610f9,/entries/fitting-attitude-theories/,Daniel Jacobson,2
571,5f1bb312896f82cdbda610fa,/entries/fitzralph/,Michael W. Dunne ,3
572,5f1bb314896f82cdbda610fb,/entries/fleck/,Wojciech Sady ,2
573,5f1bb315896f82cdbda610fc,/entries/folkpsych-simulation/,Luca Barlassina and Robert M. Gordon ,6
574,5f1bb316896f82cdbda610fd,/entries/folkpsych-theory/,Ian Ravenscroft ,2
575,5f1bb317896f82cdbda610fe,/entries/forgiveness/,Paul M. Hughes and Brandon Warmke ,6
576,5f1bb319896f82cdbda610ff,/entries/form-matter/,Thomas Ainsworth ,2
577,5f1bb31c896f82cdbda61100,/entries/formal-belief/,Franz Huber ,2
578,5f1bb31e896f82cdbda61101,/entries/formal-epistemology/,Jonathan Weisberg ,2
579,5f1bb320896f82cdbda61102,/entries/formalism-mathematics/,Alan Weir ,2
580,5f1bb322896f82cdbda61103,/entries/foucault/,Gary Gutting and Johanna Oksala ,5
581,5f1bb323896f82cdbda61104,/entries/frame-problem/,Murray Shanahan ,2
582,5f1bb325896f82cdbda61105,/entries/francis-bacon/,Jürgen Klein ,2
583,5f1bb326896f82cdbda61106,/entries/francis-marchia/,Christopher Schabel ,2
584,5f1bb327896f82cdbda61107,/entries/francois-barre/,Martina Reuter ,2
585,5f1bb328896f82cdbda61108,/entries/frantz-fanon/,John Drabinski ,2
586,5f1bb329896f82cdbda61109,/entries/frederick-douglass/,Ronald Sundstrom ,2
587,5f1bb32b896f82cdbda6110a,/entries/free-rider/,Russell Hardin,2
588,5f1bb32c896f82cdbda6110b,/entries/free-will-foreknowledge/,Linda Zagzebski ,2
589,5f1bb32d896f82cdbda6110c,/entries/freedom-association/,Kimberley Brownlee and David Jenkins ,5
590,5f1bb32f896f82cdbda6110d,/entries/freedom-speech/,David van Mill ,3
591,5f1bb331896f82cdbda6110e,/entries/freewill/,Timothy O'Connor and Christopher Franklin ,5
592,5f1bb332896f82cdbda6110f,/entries/frege-hilbert/,Patricia Blanchette ,2
593,5f1bb335896f82cdbda61110,/entries/frege-theorem/,Edward N. Zalta ,3
594,5f1bb337896f82cdbda61111,/entries/frege/,Edward N. Zalta ,3
595,5f1bb339896f82cdbda61112,/entries/friedrich-hayek/,David Schmidtz ,2
596,5f1bb33a896f82cdbda61113,/entries/friedrich-jacobi/,George di Giovanni and Paolo Livieri ,6
597,5f1bb33b896f82cdbda61114,/entries/friedrich-lange/,Nadeem J. Z. Hussain and Lydia Patton ,7
598,5f1bb33d896f82cdbda61115,/entries/friendship/,Bennett Helm ,2
599,5f1bb33f896f82cdbda61116,/entries/functionalism/,Janet Levin ,2
600,5f1bb341896f82cdbda61117,/entries/fundamentality/,Tuomas E. Tahko ,3
601,5f1bb342896f82cdbda61118,/entries/future-contingents/,Peter Øhrstrøm and Per Hasle ,5
602,5f1bb344896f82cdbda61119,/entries/gadamer-aesthetics/,Nicholas Davey ,2
603,5f1bb346896f82cdbda6111a,/entries/gadamer/,Jeff Malpas ,2
604,5f1bb348896f82cdbda6111b,/entries/galen/,P. N. Singer ,3
605,5f1bb349896f82cdbda6111c,/entries/galileo/,Peter Machamer ,2
